,s-4,s-3,s-2,s-1,a,r
3327,10,16,4,10,5,1.0
3328,16,4,10,5,13,0.0
3329,4,10,5,13,2,1.0
3330,10,5,13,2,2,0.0
3331,5,13,2,2,6,1.0
3332,13,2,2,6,10,1.0
3333,2,2,6,10,5,1.0
3334,2,6,10,5,16,1.0
3335,6,10,5,16,14,0.0
3336,10,5,16,14,17,0.0
3337,5,16,14,17,12,0.0
3338,16,14,17,12,4,1.0
3339,14,17,12,4,10,1.0
3340,17,12,4,10,19,0.0
3341,12,4,10,19,12,1.0
3342,4,10,19,12,3,0.0
3343,10,19,12,3,12,0.0
3344,19,12,3,12,7,0.0
3345,12,3,12,7,11,0.0
3346,3,12,7,11,15,-1.0
3347,12,7,11,15,7,0.0
3348,7,11,15,7,8,0.0
3349,11,15,7,8,18,1.0
3350,15,7,8,18,13,0.0
3351,7,8,18,13,6,1.0
3352,8,18,13,6,17,0.0
3353,18,13,6,17,18,0.0
3354,13,6,17,18,13,1.0
3355,6,17,18,13,3,0.0
3356,17,18,13,3,6,0.0
3357,18,13,3,6,19,0.0
3358,13,3,6,19,13,1.0
3359,3,6,19,13,14,0.0
3360,6,19,13,14,19,1.0
3361,19,13,14,19,15,0.0
3362,13,14,19,15,6,1.0
3363,14,19,15,6,8,1.0
3364,19,15,6,8,16,1.0
3365,15,6,8,16,13,1.0
3366,6,8,16,13,15,1.0
3367,8,16,13,15,14,0.0
3368,16,13,15,14,19,0.0
3369,13,15,14,19,5,1.0
3370,15,14,19,5,5,0.0
3371,14,19,5,5,15,0.0
3372,19,5,5,15,4,0.0
3373,5,5,15,4,13,1.0
3374,5,15,4,13,2,0.0
3375,15,4,13,2,3,-1.0
3376,4,13,2,3,6,1.0
3377,13,2,3,6,19,0.0
3378,2,3,6,19,17,0.0
3379,3,6,19,17,16,0.0
3380,6,19,17,16,6,1.0
3381,19,17,16,6,14,0.0
3382,17,16,6,14,6,0.0
3383,16,6,14,6,18,0.0
3384,6,14,6,18,17,1.0
3385,14,6,18,17,18,0.0
3386,6,18,17,18,8,1.0
3387,18,17,18,8,7,0.0
3388,17,18,8,7,4,1.0
3389,18,8,7,4,8,0.0
3390,8,7,4,8,15,0.0
3391,7,4,8,15,5,0.0
3392,4,8,15,5,3,0.0
3393,8,15,5,3,1,0.0
3394,15,5,3,1,5,1.0
3395,5,3,1,5,11,0.0
3396,3,1,5,11,9,1.0
3397,1,5,11,9,17,-1.0
3398,5,11,9,17,2,0.0
3399,11,9,17,2,7,1.0
3400,9,17,2,7,17,-1.0
3401,17,2,7,17,12,1.0
3402,2,7,17,12,0,0.0
3403,7,17,12,0,1,1.0
3404,17,12,0,1,4,1.0
3405,12,0,1,4,19,1.0
3406,0,1,4,19,6,1.0
3407,1,4,19,6,2,0.0
3408,4,19,6,2,3,0.0
3409,19,6,2,3,4,-1.0
3410,6,2,3,4,11,1.0
3411,2,3,4,11,2,0.0
3412,3,4,11,2,12,0.0
3413,4,11,2,12,13,0.0
3414,11,2,12,13,7,1.0
3415,2,12,13,7,17,1.0
3416,12,13,7,17,15,0.0
3417,13,7,17,15,15,0.0
3418,7,17,15,15,1,0.0
3419,17,15,15,1,17,1.0
3420,15,15,1,17,14,0.0
3421,15,1,17,14,17,0.0
3422,1,17,14,17,10,1.0
3423,17,14,17,10,2,1.0
3424,14,17,10,2,6,0.0
3425,17,10,2,6,16,1.0
3426,10,2,6,16,5,1.0
3427,2,6,16,5,11,1.0
3428,6,16,5,11,13,0.0
3429,16,5,11,13,16,1.0
3430,5,11,13,16,11,0.0
3431,11,13,16,11,5,1.0
3432,13,16,11,5,12,1.0
3433,16,11,5,12,17,0.0
3434,11,5,12,17,5,1.0
3435,5,12,17,5,13,0.0
3436,12,17,5,13,15,0.0
3437,17,5,13,15,3,0.0
3438,5,13,15,3,10,0.0
3439,13,15,3,10,15,1.0
3440,15,3,10,15,10,-1.0
3441,3,10,15,10,13,0.0
3442,10,15,10,13,5,0.0
3443,15,10,13,5,15,-1.0
3444,10,13,5,15,6,1.0
3445,13,5,15,6,12,0.0
3446,5,15,6,12,19,0.0
3447,15,6,12,19,3,1.0
3448,6,12,19,3,3,0.0
3449,12,19,3,3,1,0.0
3450,19,3,3,1,19,1.0
3451,3,3,1,19,1,1.0
3452,3,1,19,1,19,0.0
3453,1,19,1,19,1,-1.0
3454,19,1,19,1,17,1.0
3455,1,19,1,17,1,0.0
3456,19,1,17,1,15,0.0
3457,1,17,1,15,3,1.0
3458,17,1,15,3,14,1.0
3459,1,15,3,14,16,0.0
3460,15,3,14,16,5,0.0
3461,3,14,16,5,12,0.0
3462,14,16,5,12,2,0.0
3463,16,5,12,2,13,1.0
3464,5,12,2,13,4,0.0
3465,12,2,13,4,18,0.0
3466,2,13,4,18,0,1.0
3467,13,4,18,0,16,1.0
3468,4,18,0,16,13,0.0
3469,18,0,16,13,2,1.0
3470,0,16,13,2,19,1.0
3471,16,13,2,19,19,-1.0
3472,13,2,19,19,16,-1.0
3473,2,19,19,16,15,0.0
3474,19,19,16,15,17,0.0
3475,19,16,15,17,13,1.0
3476,16,15,17,13,13,1.0
3477,15,17,13,13,1,0.0
3478,17,13,13,1,13,1.0
3479,13,13,1,13,11,0.0
3480,13,1,13,11,3,0.0
3481,1,13,11,3,9,1.0
3482,13,11,3,9,1,0.0
3483,11,3,9,1,13,1.0
3484,3,9,1,13,14,1.0
3485,9,1,13,14,7,0.0
3486,1,13,14,7,7,1.0
3487,13,14,7,7,7,0.0
3488,14,7,7,7,17,-1.0
3489,7,7,7,17,5,0.0
3490,7,7,17,5,8,1.0
3491,7,17,5,8,19,1.0
3492,17,5,8,19,1,1.0
3493,5,8,19,1,9,0.0
3494,8,19,1,9,2,1.0
3495,19,1,9,2,3,0.0
3496,1,9,2,3,19,1.0
3497,9,2,3,19,1,-1.0
3498,2,3,19,1,10,1.0
3499,3,19,1,10,14,1.0
3500,19,1,10,14,2,0.0
3501,1,10,14,2,7,0.0
3502,10,14,2,7,3,0.0
3503,14,2,7,3,12,0.0
3504,2,7,3,12,0,0.0
3505,7,3,12,0,5,1.0
3506,3,12,0,5,6,1.0
3507,12,0,5,6,13,1.0
3508,0,5,6,13,19,0.0
3509,5,6,13,19,2,0.0
3510,6,13,19,2,8,1.0
3511,13,19,2,8,15,1.0
3512,19,2,8,15,6,1.0
3513,2,8,15,6,19,1.0
3514,8,15,6,19,4,1.0
3515,15,6,19,4,1,0.0
3516,6,19,4,1,6,1.0
3517,19,4,1,6,15,0.0
3518,4,1,6,15,10,1.0
3519,1,6,15,10,5,1.0
3520,6,15,10,5,2,1.0
3521,15,10,5,2,8,1.0
3522,10,5,2,8,0,1.0
3523,5,2,8,0,4,0.0
3524,2,8,0,4,4,0.0
3525,8,0,4,4,16,-1.0
3526,0,4,4,16,8,1.0
3527,4,4,16,8,19,0.0
3528,4,16,8,19,18,1.0
3529,16,8,19,18,15,0.0
3530,8,19,18,15,8,0.0
3531,19,18,15,8,9,0.0
3532,18,15,8,9,3,0.0
3533,15,8,9,3,5,0.0
3534,8,9,3,5,12,1.0
3535,9,3,5,12,8,1.0
3536,3,5,12,8,5,0.0
3537,5,12,8,5,18,1.0
3538,12,8,5,18,3,0.0
3539,8,5,18,3,10,0.0
3540,5,18,3,10,18,1.0
3541,18,3,10,18,11,0.0
3542,3,10,18,11,4,1.0
3543,10,18,11,4,16,1.0
3544,18,11,4,16,9,0.0
3545,11,4,16,9,11,0.0
3546,4,16,9,11,0,0.0
3547,16,9,11,0,2,0.0
3548,9,11,0,2,9,0.0
3549,11,0,2,9,10,1.0
3550,0,2,9,10,18,1.0
3551,2,9,10,18,3,0.0
3552,9,10,18,3,17,1.0
3553,10,18,3,17,7,-1.0
3554,18,3,17,7,11,0.0
3555,3,17,7,11,13,0.0
3556,17,7,11,13,10,0.0
3557,7,11,13,10,17,0.0
3558,11,13,10,17,9,0.0
3559,13,10,17,9,9,1.0
3560,10,17,9,9,19,0.0
3561,17,9,9,19,0,0.0
3562,9,9,19,0,2,1.0
3563,9,19,0,2,6,1.0
3564,19,0,2,6,9,0.0
3565,0,2,6,9,13,0.0
3566,2,6,9,13,7,0.0
3567,6,9,13,7,0,1.0
3568,9,13,7,0,19,0.0
3569,13,7,0,19,19,1.0
3570,7,0,19,19,8,1.0
3571,0,19,19,8,5,0.0
3572,19,19,8,5,9,1.0
3573,19,8,5,9,4,-1.0
3574,8,5,9,4,16,0.0
3575,5,9,4,16,3,1.0
3576,9,4,16,3,11,1.0
3577,4,16,3,11,4,1.0
3578,16,3,11,4,10,0.0
3579,3,11,4,10,13,0.0
3580,11,4,10,13,13,1.0
3581,4,10,13,13,1,1.0
3582,10,13,13,1,13,0.0
3583,13,13,1,13,19,1.0
3584,13,1,13,19,11,0.0
3585,1,13,19,11,4,0.0
3586,13,19,11,4,2,1.0
3587,19,11,4,2,12,0.0
3588,11,4,2,12,6,1.0
3589,4,2,12,6,8,0.0
3590,2,12,6,8,19,0.0
3591,12,6,8,19,3,0.0
3592,6,8,19,3,4,1.0
3593,8,19,3,4,2,1.0
3594,19,3,4,2,10,1.0
3595,3,4,2,10,0,0.0
3596,4,2,10,0,6,1.0
3597,2,10,0,6,15,0.0
3598,10,0,6,15,18,0.0
3599,0,6,15,18,13,0.0
3600,6,15,18,13,3,0.0
3601,15,18,13,3,16,-1.0
3602,18,13,3,16,5,0.0
3603,13,3,16,5,6,1.0
3604,3,16,5,6,1,0.0
3605,16,5,6,1,15,0.0
3606,5,6,1,15,10,0.0
3607,6,1,15,10,13,-1.0
3608,1,15,10,13,14,0.0
3609,15,10,13,14,7,0.0
3610,10,13,14,7,19,0.0
3611,13,14,7,19,0,0.0
3612,14,7,19,0,3,1.0
3613,7,19,0,3,1,0.0
3614,19,0,3,1,10,0.0
3615,0,3,1,10,0,0.0
3616,3,1,10,0,3,1.0
3617,1,10,0,3,18,0.0
3618,10,0,3,18,17,0.0
3619,0,3,18,17,7,0.0
3620,3,18,17,7,2,1.0
3621,18,17,7,2,11,0.0
3622,17,7,2,11,3,0.0
3623,7,2,11,3,1,0.0
3624,2,11,3,1,13,1.0
3625,11,3,1,13,0,0.0
3626,3,1,13,0,14,1.0
3627,1,13,0,14,1,1.0
3628,13,0,14,1,9,1.0
3629,0,14,1,9,17,0.0
3630,14,1,9,17,19,1.0
3631,1,9,17,19,9,0.0
3632,9,17,19,9,5,0.0
3633,17,19,9,5,12,0.0
3634,19,9,5,12,18,0.0
3635,9,5,12,18,17,-1.0
3636,5,12,18,17,13,0.0
3637,12,18,17,13,4,-1.0
3638,18,17,13,4,16,-1.0
3639,17,13,4,16,7,1.0
3640,13,4,16,7,10,1.0
3641,4,16,7,10,17,1.0
3642,16,7,10,17,15,1.0
3643,7,10,17,15,10,0.0
3644,10,17,15,10,1,0.0
3645,17,15,10,1,18,0.0
3646,15,10,1,18,18,1.0
3647,10,1,18,18,5,1.0
3648,1,18,18,5,4,0.0
3649,18,18,5,4,10,0.0
3650,18,5,4,10,11,0.0
3651,5,4,10,11,6,0.0
3652,4,10,11,6,16,1.0
3653,10,11,6,16,2,1.0
3654,11,6,16,2,8,1.0
3655,6,16,2,8,17,-1.0
3656,16,2,8,17,15,0.0
3657,2,8,17,15,7,-1.0
3658,8,17,15,7,4,0.0
3659,17,15,7,4,8,0.0
3660,15,7,4,8,19,1.0
3661,7,4,8,19,8,0.0
3662,4,8,19,8,11,0.0
3663,8,19,8,11,18,1.0
3664,19,8,11,18,2,0.0
3665,8,11,18,2,5,0.0
3666,11,18,2,5,6,1.0
3667,18,2,5,6,6,1.0
3668,2,5,6,6,19,1.0
3669,5,6,6,19,5,0.0
3670,6,6,19,5,12,1.0
3671,6,19,5,12,14,0.0
3672,19,5,12,14,15,0.0
3673,5,12,14,15,19,0.0
3674,12,14,15,19,4,1.0
3675,14,15,19,4,7,0.0
3676,15,19,4,7,8,1.0
3677,19,4,7,8,2,1.0
3678,4,7,8,2,14,1.0
3679,7,8,2,14,8,0.0
3680,8,2,14,8,0,0.0
3681,2,14,8,0,8,0.0
3682,14,8,0,8,16,1.0
3683,8,0,8,16,11,0.0
3684,0,8,16,11,14,0.0
3685,8,16,11,14,10,-1.0
3686,16,11,14,10,7,1.0
3687,11,14,10,7,10,1.0
3688,14,10,7,10,8,0.0
3689,10,7,10,8,4,0.0
3690,7,10,8,4,4,0.0
3691,10,8,4,4,7,0.0
3692,8,4,4,7,10,1.0
3693,4,4,7,10,19,1.0
3694,4,7,10,19,17,0.0
3695,7,10,19,17,10,1.0
3696,10,19,17,10,9,1.0
3697,19,17,10,9,7,1.0
3698,17,10,9,7,10,1.0
3699,10,9,7,10,5,-1.0
3700,9,7,10,5,19,0.0
3701,7,10,5,19,13,1.0
3702,10,5,19,13,12,1.0
3703,5,19,13,12,5,0.0
3704,19,13,12,5,5,0.0
3705,13,12,5,5,5,0.0
3706,12,5,5,5,9,1.0
3707,5,5,5,9,15,0.0
3708,5,5,9,15,19,1.0
3709,5,9,15,19,7,0.0
3710,9,15,19,7,16,0.0
3711,15,19,7,16,12,1.0
3712,19,7,16,12,7,1.0
3713,7,16,12,7,13,1.0
3714,16,12,7,13,12,1.0
3715,12,7,13,12,4,-1.0
3716,7,13,12,4,12,1.0
3717,13,12,4,12,17,0.0
3718,12,4,12,17,14,1.0
3719,4,12,17,14,18,1.0
3720,12,17,14,18,7,1.0
3721,17,14,18,7,19,0.0
3722,14,18,7,19,16,0.0
3723,18,7,19,16,7,1.0
3724,7,19,16,7,6,0.0
3725,19,16,7,6,18,1.0
3726,16,7,6,18,0,1.0
3727,7,6,18,0,0,1.0
3728,6,18,0,0,14,1.0
3729,18,0,0,14,17,0.0
3730,0,0,14,17,18,1.0
3731,0,14,17,18,7,0.0
3732,14,17,18,7,15,1.0
3733,17,18,7,15,14,0.0
3734,18,7,15,14,1,1.0
3735,7,15,14,1,8,1.0
3736,15,14,1,8,2,1.0
3737,14,1,8,2,10,0.0
3738,1,8,2,10,14,0.0
3739,8,2,10,14,9,1.0
3740,2,10,14,9,6,1.0
3741,10,14,9,6,9,1.0
3742,14,9,6,9,17,1.0
3743,9,6,9,17,19,1.0
3744,6,9,17,19,9,0.0
3745,9,17,19,9,7,1.0
3746,17,19,9,7,3,-1.0
3747,19,9,7,3,6,0.0
3748,9,7,3,6,2,0.0
3749,7,3,6,2,5,0.0
3750,3,6,2,5,3,1.0
3751,6,2,5,3,15,0.0
3752,2,5,3,15,19,1.0
3753,5,3,15,19,14,0.0
3754,3,15,19,14,12,1.0
3755,15,19,14,12,15,1.0
3756,19,14,12,15,7,0.0
3757,14,12,15,7,4,0.0
3758,12,15,7,4,15,-1.0
3759,15,7,4,15,5,0.0
3760,7,4,15,5,1,1.0
3761,4,15,5,1,5,1.0
3762,15,5,1,5,1,1.0
3763,5,1,5,1,0,0.0
3764,1,5,1,0,12,0.0
3765,5,1,0,12,8,1.0
3766,1,0,12,8,0,0.0
3767,0,12,8,0,2,0.0
3768,12,8,0,2,1,0.0
3769,8,0,2,1,0,0.0
3770,0,2,1,0,9,0.0
3771,2,1,0,9,0,0.0
3772,1,0,9,0,14,0.0
3773,0,9,0,14,14,0.0
3774,9,0,14,14,2,0.0
3775,0,14,14,2,0,1.0
3776,14,14,2,0,13,0.0
3777,14,2,0,13,18,0.0
3778,2,0,13,18,16,0.0
3779,0,13,18,16,5,0.0
3780,13,18,16,5,6,1.0
3781,18,16,5,6,15,1.0
3782,16,5,6,15,1,1.0
3783,5,6,15,1,0,1.0
3784,6,15,1,0,3,-1.0
3785,15,1,0,3,19,0.0
3786,1,0,3,19,10,0.0
3787,0,3,19,10,1,0.0
3788,3,19,10,1,7,1.0
3789,19,10,1,7,11,1.0
3790,10,1,7,11,11,0.0
3791,1,7,11,11,12,0.0
3792,7,11,11,12,6,0.0
3793,11,11,12,6,5,0.0
3794,11,12,6,5,2,1.0
3795,12,6,5,2,16,-1.0
3796,6,5,2,16,5,0.0
3797,5,2,16,5,6,0.0
3798,2,16,5,6,1,1.0
3799,16,5,6,1,3,0.0
3800,5,6,1,3,6,0.0
3801,6,1,3,6,17,1.0
3802,1,3,6,17,1,0.0
3803,3,6,17,1,1,1.0
3804,6,17,1,1,5,-1.0
3805,17,1,1,5,18,1.0
3806,1,1,5,18,10,0.0
3807,1,5,18,10,3,-1.0
3808,5,18,10,3,13,0.0
3809,18,10,3,13,12,0.0
3810,10,3,13,12,7,-1.0
3811,3,13,12,7,14,0.0
3812,13,12,7,14,15,0.0
3813,12,7,14,15,14,1.0
3814,7,14,15,14,4,0.0
3815,14,15,14,4,3,0.0
3816,15,14,4,3,4,0.0
3817,14,4,3,4,17,0.0
3818,4,3,4,17,12,0.0
3819,3,4,17,12,1,1.0
3820,4,17,12,1,6,1.0
3821,17,12,1,6,16,1.0
3822,12,1,6,16,9,-1.0
3823,1,6,16,9,18,1.0
3824,6,16,9,18,16,1.0
3825,16,9,18,16,0,1.0
3826,9,18,16,0,17,0.0
3827,18,16,0,17,5,1.0
3828,16,0,17,5,2,0.0
3829,0,17,5,2,4,-1.0
3830,17,5,2,4,15,0.0
3831,5,2,4,15,16,1.0
3832,2,4,15,16,10,1.0
3833,4,15,16,10,11,0.0
3834,15,16,10,11,16,1.0
3835,16,10,11,16,17,1.0
3836,10,11,16,17,18,0.0
3837,11,16,17,18,13,0.0
3838,16,17,18,13,2,0.0
3839,17,18,13,2,18,1.0
3840,18,13,2,18,15,0.0
3841,13,2,18,15,14,1.0
3842,2,18,15,14,11,1.0
3843,18,15,14,11,3,1.0
3844,15,14,11,3,17,0.0
3845,14,11,3,17,9,0.0
3846,11,3,17,9,3,0.0
3847,3,17,9,3,11,1.0
3848,17,9,3,11,3,0.0
3849,9,3,11,3,15,0.0
3850,3,11,3,15,16,0.0
3851,11,3,15,16,14,1.0
3852,3,15,16,14,15,0.0
3853,15,16,14,15,9,1.0
3854,16,14,15,9,3,1.0
3855,14,15,9,3,7,0.0
3856,15,9,3,7,10,1.0
3857,9,3,7,10,13,1.0
3858,3,7,10,13,9,0.0
3859,7,10,13,9,8,0.0
3860,10,13,9,8,13,0.0
3861,13,9,8,13,8,1.0
3862,9,8,13,8,18,1.0
3863,8,13,8,18,3,1.0
3864,13,8,18,3,13,0.0
3865,8,18,3,13,1,1.0
3866,18,3,13,1,1,-1.0
3867,3,13,1,1,18,1.0
3868,13,1,1,18,15,1.0
3869,1,1,18,15,17,1.0
3870,1,18,15,17,18,0.0
3871,18,15,17,18,15,0.0
3872,15,17,18,15,13,1.0
3873,17,18,15,13,1,0.0
3874,18,15,13,1,11,0.0
3875,15,13,1,11,5,0.0
3876,13,1,11,5,0,1.0
3877,1,11,5,0,5,0.0
3878,11,5,0,5,10,0.0
3879,5,0,5,10,19,1.0
3880,0,5,10,19,14,0.0
3881,5,10,19,14,0,1.0
3882,10,19,14,0,13,0.0
3883,19,14,0,13,18,1.0
3884,14,0,13,18,17,0.0
3885,0,13,18,17,16,1.0
3886,13,18,17,16,3,1.0
3887,18,17,16,3,16,1.0
3888,17,16,3,16,1,1.0
3889,16,3,16,1,3,0.0
3890,3,16,1,3,2,0.0
3891,16,1,3,2,19,0.0
3892,1,3,2,19,4,1.0
3893,3,2,19,4,13,0.0
3894,2,19,4,13,14,1.0
3895,19,4,13,14,5,1.0
3896,4,13,14,5,1,-1.0
3897,13,14,5,1,11,0.0
3898,14,5,1,11,9,1.0
3899,5,1,11,9,6,0.0
3900,1,11,9,6,3,1.0
3901,11,9,6,3,18,0.0
3902,9,6,3,18,16,-1.0
3903,6,3,18,16,10,0.0
3904,3,18,16,10,19,-1.0
3905,18,16,10,19,17,0.0
3906,16,10,19,17,12,1.0
3907,10,19,17,12,1,1.0
3908,19,17,12,1,8,1.0
3909,17,12,1,8,9,0.0
3910,12,1,8,9,12,1.0
3911,1,8,9,12,11,0.0
3912,8,9,12,11,7,0.0
3913,9,12,11,7,12,0.0
3914,12,11,7,12,18,0.0
3915,11,7,12,18,11,0.0
3916,7,12,18,11,19,0.0
3917,12,18,11,19,15,0.0
3918,18,11,19,15,1,1.0
3919,11,19,15,1,15,1.0
3920,19,15,1,15,1,1.0
3921,15,1,15,1,8,0.0
3922,1,15,1,8,16,-1.0
3923,15,1,8,16,6,1.0
3924,1,8,16,6,19,0.0
3925,8,16,6,19,1,-1.0
3926,16,6,19,1,15,0.0
3927,6,19,1,15,4,0.0
3928,19,1,15,4,14,1.0
3929,1,15,4,14,15,1.0
3930,15,4,14,15,13,0.0
3931,4,14,15,13,9,1.0
3932,14,15,13,9,13,0.0
3933,15,13,9,13,14,1.0
3934,13,9,13,14,3,0.0
3935,9,13,14,3,10,-1.0
3936,13,14,3,10,7,1.0
3937,14,3,10,7,15,1.0
3938,3,10,7,15,5,0.0
3939,10,7,15,5,7,1.0
3940,7,15,5,7,13,0.0
3941,15,5,7,13,9,0.0
3942,5,7,13,9,1,0.0
3943,7,13,9,1,15,0.0
3944,13,9,1,15,4,1.0
3945,9,1,15,4,13,1.0
3946,1,15,4,13,10,0.0
3947,15,4,13,10,16,0.0
3948,4,13,10,16,17,0.0
3949,13,10,16,17,12,0.0
3950,10,16,17,12,10,0.0
3951,16,17,12,10,19,1.0
3952,17,12,10,19,2,0.0
3953,12,10,19,2,15,0.0
3954,10,19,2,15,13,0.0
3955,19,2,15,13,9,1.0
3956,2,15,13,9,2,0.0
3957,15,13,9,2,14,1.0
3958,13,9,2,14,9,0.0
3959,9,2,14,9,6,1.0
3960,2,14,9,6,12,0.0
3961,14,9,6,12,11,0.0
3962,9,6,12,11,11,0.0
3963,6,12,11,11,3,0.0
3964,12,11,11,3,18,0.0
3965,11,11,3,18,14,1.0
3966,11,3,18,14,17,1.0
3967,3,18,14,17,5,0.0
3968,18,14,17,5,15,1.0
3969,14,17,5,15,14,1.0
3970,17,5,15,14,14,0.0
3971,5,15,14,14,15,1.0
3972,15,14,14,15,13,1.0
3973,14,14,15,13,2,-1.0
3974,14,15,13,2,8,0.0
3975,15,13,2,8,0,1.0
3976,13,2,8,0,14,1.0
3977,2,8,0,14,9,1.0
3978,8,0,14,9,3,1.0
3979,0,14,9,3,11,0.0
3980,14,9,3,11,3,1.0
3981,9,3,11,3,12,0.0
3982,3,11,3,12,16,1.0
3983,11,3,12,16,0,0.0
3984,3,12,16,0,17,0.0
3985,12,16,0,17,17,0.0
3986,16,0,17,17,14,0.0
3987,0,17,17,14,12,-1.0
3988,17,17,14,12,7,0.0
3989,17,14,12,7,19,1.0
3990,14,12,7,19,12,1.0
3991,12,7,19,12,5,1.0
3992,7,19,12,5,12,1.0
3993,19,12,5,12,18,0.0
3994,12,5,12,18,8,0.0
3995,5,12,18,8,8,0.0
3996,12,18,8,8,6,1.0
3997,18,8,8,6,7,1.0
3998,8,8,6,7,6,1.0
3999,8,6,7,6,11,1.0
4000,6,7,6,11,16,-1.0
4001,7,6,11,16,7,-1.0
4002,6,11,16,7,6,0.0
4003,11,16,7,6,7,1.0
4004,16,7,6,7,2,1.0
4005,7,6,7,2,18,0.0
4006,6,7,2,18,6,1.0
4007,7,2,18,6,17,0.0
4008,2,18,6,17,19,1.0
4009,18,6,17,19,13,0.0
4010,6,17,19,13,6,1.0
4011,17,19,13,6,8,1.0
4012,19,13,6,8,8,0.0
4013,13,6,8,8,19,0.0
4014,6,8,8,19,11,0.0
4015,8,8,19,11,10,1.0
4016,8,19,11,10,11,0.0
4017,19,11,10,11,15,0.0
4018,11,10,11,15,5,1.0
4019,10,11,15,5,1,1.0
4020,11,15,5,1,4,-1.0
4021,15,5,1,4,3,1.0
4022,5,1,4,3,0,0.0
4023,1,4,3,0,3,1.0
4024,4,3,0,3,19,0.0
4025,3,0,3,19,17,-1.0
4026,0,3,19,17,8,0.0
4027,3,19,17,8,1,-1.0
4028,19,17,8,1,0,1.0
4029,17,8,1,0,16,0.0
4030,8,1,0,16,15,0.0
4031,1,0,16,15,15,0.0
4032,0,16,15,15,5,0.0
4033,16,15,15,5,12,0.0
4034,15,15,5,12,18,1.0
4035,15,5,12,18,18,1.0
4036,5,12,18,18,7,0.0
4037,12,18,18,7,17,0.0
4038,18,18,7,17,17,0.0
4039,18,7,17,17,5,0.0
4040,7,17,17,5,5,0.0
4041,17,17,5,5,9,-1.0
4042,17,5,5,9,14,1.0
4043,5,5,9,14,10,1.0
4044,5,9,14,10,11,0.0
4045,9,14,10,11,3,-1.0
4046,14,10,11,3,16,0.0
4047,10,11,3,16,13,0.0
4048,11,3,16,13,2,0.0
4049,3,16,13,2,12,1.0
4050,16,13,2,12,13,0.0
4051,13,2,12,13,10,0.0
4052,2,12,13,10,13,1.0
4053,12,13,10,13,15,0.0
4054,13,10,13,15,18,0.0
4055,10,13,15,18,14,1.0
4056,13,15,18,14,2,0.0
4057,15,18,14,2,2,0.0
4058,18,14,2,2,13,1.0
4059,14,2,2,13,8,0.0
4060,2,2,13,8,1,0.0
4061,2,13,8,1,0,0.0
4062,13,8,1,0,5,1.0
4063,8,1,0,5,8,1.0
4064,1,0,5,8,19,0.0
4065,0,5,8,19,1,0.0
4066,5,8,19,1,14,1.0
4067,8,19,1,14,18,0.0
4068,19,1,14,18,1,0.0
4069,1,14,18,1,19,0.0
4070,14,18,1,19,8,0.0
4071,18,1,19,8,16,1.0
4072,1,19,8,16,0,1.0
4073,19,8,16,0,3,0.0
4074,8,16,0,3,3,0.0
4075,16,0,3,3,5,0.0
4076,0,3,3,5,9,0.0
4077,3,3,5,9,17,0.0
4078,3,5,9,17,9,-1.0
4079,5,9,17,9,15,1.0
4080,9,17,9,15,13,1.0
4081,17,9,15,13,18,1.0
4082,9,15,13,18,16,0.0
4083,15,13,18,16,2,-1.0
4084,13,18,16,2,10,1.0
4085,18,16,2,10,1,1.0
4086,16,2,10,1,18,1.0
4087,2,10,1,18,1,1.0
4088,10,1,18,1,8,1.0
4089,1,18,1,8,4,0.0
4090,18,1,8,4,7,1.0
4091,1,8,4,7,8,0.0
4092,8,4,7,8,11,0.0
4093,4,7,8,11,9,1.0
4094,7,8,11,9,18,1.0
4095,8,11,9,18,2,1.0
4096,11,9,18,2,5,-1.0
4097,9,18,2,5,6,1.0
4098,18,2,5,6,6,1.0
4099,2,5,6,6,16,0.0
4100,5,6,6,16,0,1.0
4101,6,6,16,0,15,0.0
4102,6,16,0,15,6,1.0
4103,16,0,15,6,7,0.0
4104,0,15,6,7,5,1.0
4105,15,6,7,5,15,0.0
4106,6,7,5,15,7,1.0
4107,7,5,15,7,5,0.0
4108,5,15,7,5,18,1.0
4109,15,7,5,18,16,-1.0
4110,7,5,18,16,7,0.0
4111,5,18,16,7,11,0.0
4112,18,16,7,11,12,1.0
4113,16,7,11,12,8,0.0
4114,7,11,12,8,8,0.0
4115,11,12,8,8,11,1.0
4116,12,8,8,11,9,1.0
4117,8,8,11,9,2,1.0
4118,8,11,9,2,3,0.0
4119,11,9,2,3,9,0.0
4120,9,2,3,9,18,1.0
4121,2,3,9,18,6,0.0
4122,3,9,18,6,2,1.0
4123,9,18,6,2,1,1.0
4124,18,6,2,1,19,0.0
4125,6,2,1,19,3,0.0
4126,2,1,19,3,15,0.0
4127,1,19,3,15,4,-1.0
4128,19,3,15,4,19,1.0
4129,3,15,4,19,8,0.0
4130,15,4,19,8,3,1.0
4131,4,19,8,3,13,1.0
4132,19,8,3,13,8,0.0
4133,8,3,13,8,16,1.0
4134,3,13,8,16,17,0.0
4135,13,8,16,17,1,1.0
4136,8,16,17,1,5,1.0
4137,16,17,1,5,11,1.0
4138,17,1,5,11,10,1.0
4139,1,5,11,10,7,1.0
4140,5,11,10,7,2,1.0
4141,11,10,7,2,11,1.0
4142,10,7,2,11,1,0.0
4143,7,2,11,1,19,1.0
4144,2,11,1,19,5,0.0
4145,11,1,19,5,18,1.0
