,s-5,s-4,s-3,s-2,s-1,a,r
1353,2,1,1,17,0,2.0,0.0
1354,1,1,17,0,2,1.0,0.0
1355,1,17,0,2,1,1.0,-1.0
1356,17,0,2,1,1,2.0,0.0
1357,0,2,1,1,2,1.0,0.0
1358,2,1,1,2,1,19.0,1.0
1359,1,1,2,1,19,7.0,0.0
1360,1,2,1,19,7,1.0,-1.0
1361,2,1,19,7,1,1.0,0.0
1362,1,19,7,1,1,2.0,1.0
1363,19,7,1,1,2,30.0,-1.0
1364,7,1,1,2,30,38.0,0.0
1365,1,1,2,30,38,0.0,-1.0
1366,1,2,30,38,0,1.0,0.0
1367,2,30,38,0,1,3.0,1.0
1368,30,38,0,1,3,0.0,-1.0
1369,38,0,1,3,0,2.0,1.0
1370,0,1,3,0,2,1.0,1.0
1371,1,3,0,2,1,1.0,0.0
1372,3,0,2,1,1,1.0,-1.0
1373,0,2,1,1,1,1.0,-1.0
1374,2,1,1,1,1,16.0,1.0
1375,1,1,1,1,16,0.0,1.0
1376,1,1,1,16,0,2.0,0.0
1377,1,1,16,0,2,1.0,0.0
1378,1,16,0,2,1,1.0,0.0
1379,16,0,2,1,1,2.0,0.0
1380,0,2,1,1,2,1.0,-1.0
1381,2,1,1,2,1,16.0,1.0
1382,1,1,2,1,16,0.0,-1.0
1383,1,2,1,16,0,2.0,0.0
1384,2,1,16,0,2,1.0,0.0
1385,1,16,0,2,1,13.0,0.0
1386,16,0,2,1,13,0.0,1.0
1387,0,2,1,13,0,29.0,1.0
1388,2,1,13,0,29,0.0,-1.0
1389,1,13,0,29,0,2.0,0.0
1390,13,0,29,0,2,1.0,0.0
1391,0,29,0,2,1,3.0,0.0
1392,29,0,2,1,3,1.0,0.0
1393,0,2,1,3,1,1.0,0.0
1394,2,1,3,1,1,1.0,-1.0
1395,1,3,1,1,1,1.0,0.0
1396,3,1,1,1,1,1.0,0.0
1397,1,1,1,1,1,1.0,0.0
1398,1,1,1,1,1,1.0,-1.0
1399,1,1,1,1,1,1.0,0.0
1400,1,1,1,1,1,1.0,-1.0
1401,1,1,1,1,1,1.0,0.0
1402,1,1,1,1,1,6.0,-1.0
1403,1,1,1,1,6,1.0,0.0
1404,1,1,1,6,1,16.0,1.0
1405,1,1,6,1,16,0.0,-1.0
1406,1,6,1,16,0,2.0,1.0
1407,6,1,16,0,2,1.0,0.0
1408,1,16,0,2,1,2.0,0.0
1409,16,0,2,1,2,1.0,0.0
1410,0,2,1,2,1,1.0,0.0
1411,2,1,2,1,1,1.0,-1.0
1412,1,2,1,1,1,1.0,0.0
1413,2,1,1,1,1,1.0,1.0
1414,1,1,1,1,1,1.0,0.0
1415,1,1,1,1,1,1.0,0.0
1416,1,1,1,1,1,1.0,0.0
1417,1,1,1,1,1,1.0,0.0
1418,1,1,1,1,1,1.0,-1.0
1419,1,1,1,1,1,1.0,0.0
1420,1,1,1,1,1,1.0,0.0
1421,1,1,1,1,1,1.0,0.0
1422,1,1,1,1,1,1.0,-1.0
1423,1,1,1,1,1,1.0,0.0
1424,1,1,1,1,1,1.0,-1.0
1425,1,1,1,1,1,1.0,0.0
1426,1,1,1,1,1,34.0,1.0
1427,1,1,1,1,34,1.0,-1.0
1428,1,1,1,34,1,6.0,-1.0
1429,1,1,34,1,6,5.0,1.0
1430,1,34,1,6,5,2.0,0.0
1431,34,1,6,5,2,1.0,-1.0
1432,1,6,5,2,1,1.0,-1.0
1433,6,5,2,1,1,31.0,0.0
1434,5,2,1,1,31,0.0,-1.0
1435,2,1,1,31,0,5.0,1.0
1436,1,1,31,0,5,0.0,0.0
1437,1,31,0,5,0,3.0,0.0
1438,31,0,5,0,3,0.0,0.0
1439,0,5,0,3,0,2.0,0.0
1440,5,0,3,0,2,1.0,0.0
1441,0,3,0,2,1,1.0,0.0
1442,3,0,2,1,1,1.0,0.0
1443,0,2,1,1,1,1.0,1.0
1444,2,1,1,1,1,1.0,0.0
1445,1,1,1,1,1,1.0,0.0
1446,1,1,1,1,1,6.0,0.0
1447,1,1,1,1,6,21.0,-1.0
1448,1,1,1,6,21,0.0,0.0
1449,1,1,6,21,0,1.0,0.0
1450,1,6,21,0,1,1.0,1.0
1451,6,21,0,1,1,2.0,-1.0
1452,21,0,1,1,2,1.0,0.0
1453,0,1,1,2,1,1.0,0.0
1454,1,1,2,1,1,1.0,0.0
1455,1,2,1,1,1,1.0,0.0
1456,2,1,1,1,1,1.0,0.0
1457,1,1,1,1,1,1.0,-1.0
1458,1,1,1,1,1,1.0,-1.0
1459,1,1,1,1,1,1.0,-1.0
1460,1,1,1,1,1,1.0,0.0
1461,1,1,1,1,1,1.0,0.0
1462,1,1,1,1,1,1.0,0.0
1463,1,1,1,1,1,1.0,0.0
1464,1,1,1,1,1,4.0,0.0
1465,1,1,1,1,4,5.0,1.0
1466,1,1,1,4,5,0.0,0.0
1467,1,1,4,5,0,1.0,-1.0
1468,1,4,5,0,1,27.0,1.0
1469,4,5,0,1,27,9.0,1.0
1470,5,0,1,27,9,1.0,0.0
1471,0,1,27,9,1,0.0,-1.0
1472,1,27,9,1,0,2.0,0.0
1473,27,9,1,0,2,21.0,-1.0
1474,9,1,0,2,21,16.0,1.0
1475,1,0,2,21,16,0.0,-1.0
1476,0,2,21,16,0,27.0,-1.0
1477,2,21,16,0,27,0.0,-1.0
1478,21,16,0,27,0,0.0,0.0
1479,16,0,27,0,0,0.0,-1.0
1480,0,27,0,0,0,3.0,1.0
1481,27,0,0,0,3,32.0,1.0
1482,0,0,0,3,32,1.0,0.0
1483,0,0,3,32,1,0.0,0.0
1484,0,3,32,1,0,0.0,1.0
1485,3,32,1,0,0,1.0,0.0
1486,32,1,0,0,1,26.0,0.0
1487,1,0,0,1,26,1.0,0.0
1488,0,0,1,26,1,1.0,0.0
1489,0,1,26,1,1,0.0,-1.0
1490,1,26,1,1,0,0.0,-1.0
1491,26,1,1,0,0,0.0,-1.0
1492,1,1,0,0,0,0.0,-1.0
1493,1,0,0,0,0,23.0,1.0
1494,0,0,0,0,23,0.0,-1.0
1495,0,0,0,23,0,0.0,-1.0
1496,0,0,23,0,0,0.0,1.0
1497,0,23,0,0,0,1.0,0.0
1498,23,0,0,0,1,34.0,-1.0
1499,0,0,0,1,34,0.0,-1.0
1500,0,0,1,34,0,0.0,1.0
1501,0,1,34,0,0,0.0,-1.0
1502,1,34,0,0,0,1.0,1.0
1503,34,0,0,0,1,0.0,0.0
1504,0,0,0,1,0,1.0,-1.0
1505,0,0,1,0,1,1.0,0.0
1506,0,1,0,1,1,10.0,0.0
1507,1,0,1,1,10,0.0,-1.0
1508,0,1,1,10,0,1.0,-1.0
1509,1,1,10,0,1,1.0,-1.0
1510,1,10,0,1,1,38.0,-1.0
1511,10,0,1,1,38,0.0,-1.0
1512,0,1,1,38,0,0.0,0.0
1513,1,1,38,0,0,0.0,-1.0
1514,1,38,0,0,0,1.0,0.0
1515,38,0,0,0,1,7.0,-1.0
1516,0,0,0,1,7,13.0,0.0
1517,0,0,1,7,13,0.0,-1.0
1518,0,1,7,13,0,0.0,0.0
1519,1,7,13,0,0,0.0,-1.0
1520,7,13,0,0,0,1.0,0.0
1521,13,0,0,0,1,1.0,-1.0
1522,0,0,0,1,1,24.0,-1.0
1523,0,0,1,1,24,0.0,-1.0
1524,0,1,1,24,0,0.0,0.0
1525,1,1,24,0,0,0.0,-1.0
1526,1,24,0,0,0,39.0,1.0
1527,24,0,0,0,39,0.0,-1.0
1528,0,0,0,39,0,13.0,0.0
1529,0,0,39,0,13,0.0,-1.0
1530,0,39,0,13,0,0.0,0.0
1531,39,0,13,0,0,0.0,-1.0
1532,0,13,0,0,0,38.0,1.0
1533,13,0,0,0,38,0.0,-1.0
1534,0,0,0,38,0,0.0,0.0
1535,0,0,38,0,0,10.0,1.0
1536,0,38,0,0,10,0.0,-1.0
1537,38,0,0,10,0,0.0,0.0
1538,0,0,10,0,0,0.0,-1.0
1539,0,10,0,0,0,39.0,1.0
1540,10,0,0,0,39,0.0,1.0
1541,0,0,0,39,0,0.0,-1.0
1542,0,0,39,0,0,0.0,-1.0
1543,0,39,0,0,0,39.0,-1.0
1544,39,0,0,0,39,0.0,1.0
1545,0,0,0,39,0,0.0,0.0
1546,0,0,39,0,0,0.0,-1.0
1547,0,39,0,0,0,24.0,-1.0
1548,39,0,0,0,24,37.0,0.0
1549,0,0,0,24,37,0.0,-1.0
1550,0,0,24,37,0,22.0,1.0
1551,0,24,37,0,22,16.0,1.0
1552,24,37,0,22,16,0.0,-1.0
1553,37,0,22,16,0,0.0,-1.0
1554,0,22,16,0,0,3.0,1.0
1555,22,16,0,0,3,0.0,-1.0
1556,16,0,0,3,0,1.0,-1.0
1557,0,0,3,0,1,31.0,1.0
1558,0,3,0,1,31,0.0,1.0
1559,3,0,1,31,0,1.0,0.0
1560,0,1,31,0,1,4.0,1.0
1561,1,31,0,1,4,0.0,1.0
1562,31,0,1,4,0,19.0,0.0
1563,0,1,4,0,19,39.0,1.0
1564,1,4,0,19,39,0.0,-1.0
1565,4,0,19,39,0,0.0,-1.0
1566,0,19,39,0,0,5.0,1.0
1567,19,39,0,0,5,11.0,-1.0
1568,39,0,0,5,11,27.0,1.0
1569,0,0,5,11,27,0.0,-1.0
1570,0,5,11,27,0,0.0,-1.0
1571,5,11,27,0,0,1.0,-1.0
1572,11,27,0,0,1,5.0,1.0
1573,27,0,0,1,5,19.0,0.0
1574,0,0,1,5,19,0.0,-1.0
1575,0,1,5,19,0,0.0,0.0
1576,1,5,19,0,0,2.0,-1.0
1577,5,19,0,0,2,0.0,0.0
1578,19,0,0,2,0,10.0,-1.0
1579,0,0,2,0,10,1.0,1.0
1580,0,2,0,10,1,19.0,0.0
1581,2,0,10,1,19,4.0,1.0
1582,0,10,1,19,4,0.0,-1.0
1583,10,1,19,4,0,2.0,-1.0
1584,1,19,4,0,2,1.0,0.0
1585,19,4,0,2,1,10.0,1.0
1586,4,0,2,1,10,3.0,1.0
1587,0,2,1,10,3,16.0,1.0
1588,2,1,10,3,16,30.0,-1.0
1589,1,10,3,16,30,1.0,0.0
1590,10,3,16,30,1,37.0,0.0
1591,3,16,30,1,37,7.0,0.0
1592,16,30,1,37,7,0.0,-1.0
1593,30,1,37,7,0,16.0,1.0
1594,1,37,7,0,16,0.0,-1.0
1595,37,7,0,16,0,17.0,0.0
1596,7,0,16,0,17,7.0,0.0
1597,0,16,0,17,7,0.0,1.0
1598,16,0,17,7,0,17.0,1.0
1599,0,17,7,0,17,9.0,1.0
1600,17,7,0,17,9,6.0,-1.0
1601,7,0,17,9,6,39.0,0.0
1602,0,17,9,6,39,4.0,1.0
1603,17,9,6,39,4,3.0,1.0
1604,9,6,39,4,3,1.0,0.0
1605,6,39,4,3,1,0.0,-1.0
1606,39,4,3,1,0,23.0,1.0
1607,4,3,1,0,23,37.0,1.0
1608,3,1,0,23,37,15.0,-1.0
1609,1,0,23,37,15,0.0,-1.0
1610,0,23,37,15,0,1.0,0.0
1611,23,37,15,0,1,6.0,-1.0
1612,37,15,0,1,6,21.0,1.0
1613,15,0,1,6,21,12.0,-1.0
1614,0,1,6,21,12,0.0,0.0
1615,1,6,21,12,0,0.0,-1.0
1616,6,21,12,0,0,0.0,-1.0
1617,21,12,0,0,0,39.0,0.0
1618,12,0,0,0,39,15.0,0.0
1619,0,0,0,39,15,0.0,-1.0
1620,0,0,39,15,0,26.0,-1.0
1621,0,39,15,0,26,0.0,-1.0
1622,39,15,0,26,0,14.0,1.0
1623,15,0,26,0,14,12.0,-1.0
1624,0,26,0,14,12,0.0,-1.0
1625,26,0,14,12,0,10.0,1.0
1626,0,14,12,0,10,1.0,0.0
1627,14,12,0,10,1,3.0,1.0
1628,12,0,10,1,3,7.0,-1.0
1629,0,10,1,3,7,0.0,1.0
1630,10,1,3,7,0,21.0,1.0
1631,1,3,7,0,21,4.0,1.0
1632,3,7,0,21,4,0.0,-1.0
1633,7,0,21,4,0,31.0,0.0
1634,0,21,4,0,31,7.0,-1.0
1635,21,4,0,31,7,6.0,-1.0
1636,4,0,31,7,6,1.0,1.0
1637,0,31,7,6,1,0.0,-1.0
1638,31,7,6,1,0,17.0,-1.0
1639,7,6,1,0,17,6.0,0.0
1640,6,1,0,17,6,0.0,0.0
1641,1,0,17,6,0,0.0,-1.0
1642,0,17,6,0,0,1.0,0.0
1643,17,6,0,0,1,8.0,-1.0
1644,6,0,0,1,8,4.0,1.0
1645,0,0,1,8,4,0.0,-1.0
1646,0,1,8,4,0,17.0,1.0
1647,1,8,4,0,17,2.0,0.0
1648,8,4,0,17,2,0.0,-1.0
1649,4,0,17,2,0,14.0,0.0
1650,0,17,2,0,14,0.0,-1.0
1651,17,2,0,14,0,21.0,1.0
1652,2,0,14,0,21,6.0,0.0
1653,0,14,0,21,6,0.0,-1.0
1654,14,0,21,6,0,6.0,0.0
1655,0,21,6,0,6,1.0,0.0
1656,21,6,0,6,1,10.0,1.0
1657,6,0,6,1,10,5.0,-1.0
1658,0,6,1,10,5,0.0,0.0
1659,6,1,10,5,0,1.0,0.0
1660,1,10,5,0,1,0.0,-1.0
1661,10,5,0,1,0,14.0,0.0
1662,5,0,1,0,14,5.0,1.0
1663,0,1,0,14,5,0.0,-1.0
1664,1,0,14,5,0,0.0,-1.0
1665,0,14,5,0,0,1.0,0.0
1666,14,5,0,0,1,7.0,-1.0
1667,5,0,0,1,7,3.0,0.0
1668,0,0,1,7,3,0.0,-1.0
1669,0,1,7,3,0,1.0,0.0
1670,1,7,3,0,1,1.0,0.0
1671,7,3,0,1,1,2.0,1.0
1672,3,0,1,1,2,1.0,0.0
1673,0,1,1,2,1,1.0,0.0
1674,1,1,2,1,1,1.0,0.0
1675,1,2,1,1,1,1.0,-1.0
1676,2,1,1,1,1,1.0,0.0
1677,1,1,1,1,1,1.0,-1.0
1678,1,1,1,1,1,23.0,1.0
1679,1,1,1,1,23,5.0,1.0
1680,1,1,1,23,5,0.0,-1.0
1681,1,1,23,5,0,1.0,1.0
1682,1,23,5,0,1,37.0,0.0
1683,23,5,0,1,37,22.0,-1.0
1684,5,0,1,37,22,0.0,1.0
1685,0,1,37,22,0,22.0,-1.0
1686,1,37,22,0,22,1.0,1.0
1687,37,22,0,22,1,13.0,0.0
1688,22,0,22,1,13,16.0,1.0
1689,0,22,1,13,16,0.0,-1.0
1690,22,1,13,16,0,24.0,-1.0
1691,1,13,16,0,24,3.0,1.0
1692,13,16,0,24,3,26.0,-1.0
1693,16,0,24,3,26,15.0,1.0
1694,0,24,3,26,15,18.0,-1.0
1695,24,3,26,15,18,15.0,1.0
1696,3,26,15,18,15,0.0,-1.0
1697,26,15,18,15,0,23.0,1.0
1698,15,18,15,0,23,11.0,1.0
1699,18,15,0,23,11,4.0,1.0
1700,15,0,23,11,4,6.0,-1.0
1701,0,23,11,4,6,0.0,0.0
1702,23,11,4,6,0,10.0,-1.0
1703,11,4,6,0,10,7.0,-1.0
1704,4,6,0,10,7,0.0,-1.0
1705,6,0,10,7,0,0.0,-1.0
1706,0,10,7,0,0,1.0,0.0
1707,10,7,0,0,1,4.0,1.0
1708,7,0,0,1,4,4.0,-1.0
1709,0,0,1,4,4,0.0,-1.0
1710,0,1,4,4,0,1.0,0.0
1711,1,4,4,0,1,1.0,-1.0
1712,4,4,0,1,1,8.0,1.0
1713,4,0,1,1,8,3.0,1.0
1714,0,1,1,8,3,0.0,-1.0
1715,1,1,8,3,0,1.0,-1.0
1716,1,8,3,0,1,1.0,0.0
1717,8,3,0,1,1,3.0,1.0
1718,3,0,1,1,3,1.0,0.0
1719,0,1,1,3,1,1.0,0.0
1720,1,1,3,1,1,1.0,0.0
1721,1,3,1,1,1,1.0,-1.0
1722,3,1,1,1,1,1.0,-1.0
1723,1,1,1,1,1,1.0,0.0
1724,1,1,1,1,1,1.0,-1.0
1725,1,1,1,1,1,1.0,0.0
1726,1,1,1,1,1,1.0,-1.0
1727,1,1,1,1,1,1.0,0.0
1728,1,1,1,1,1,1.0,0.0
1729,1,1,1,1,1,1.0,0.0
1730,1,1,1,1,1,1.0,-1.0
1731,1,1,1,1,1,1.0,0.0
1732,1,1,1,1,1,1.0,-1.0
1733,1,1,1,1,1,1.0,0.0
1734,1,1,1,1,1,5.0,1.0
1735,1,1,1,1,5,0.0,-1.0
1736,1,1,1,5,0,1.0,-1.0
1737,1,1,5,0,1,1.0,1.0
1738,1,5,0,1,1,1.0,0.0
1739,5,0,1,1,1,2.0,1.0
1740,0,1,1,1,2,1.0,0.0
1741,1,1,1,2,1,1.0,0.0
1742,1,1,2,1,1,1.0,0.0
1743,1,2,1,1,1,1.0,0.0
1744,2,1,1,1,1,1.0,-1.0
1745,1,1,1,1,1,1.0,-1.0
1746,1,1,1,1,1,26.0,1.0
1747,1,1,1,1,26,6.0,0.0
1748,1,1,1,26,6,24.0,-1.0
1749,1,1,26,6,24,4.0,1.0
1750,1,26,6,24,4,0.0,-1.0
1751,26,6,24,4,0,13.0,-1.0
1752,6,24,4,0,13,12.0,0.0
1753,24,4,0,13,12,36.0,0.0
1754,4,0,13,12,36,8.0,1.0
1755,0,13,12,36,8,0.0,-1.0
1756,13,12,36,8,0,2.0,-1.0
1757,12,36,8,0,2,0.0,-1.0
1758,36,8,0,2,0,37.0,0.0
1759,8,0,2,0,37,14.0,0.0
1760,0,2,0,37,14,28.0,1.0
1761,2,0,37,14,28,4.0,1.0
1762,0,37,14,28,4,0.0,1.0
1763,37,14,28,4,0,19.0,0.0
1764,14,28,4,0,19,5.0,1.0
1765,28,4,0,19,5,13.0,1.0
1766,4,0,19,5,13,3.0,1.0
1767,0,19,5,13,3,0.0,-1.0
1768,19,5,13,3,0,9.0,1.0
1769,5,13,3,0,9,1.0,0.0
1770,13,3,0,9,1,4.0,1.0
1771,3,0,9,1,4,1.0,0.0
1772,0,9,1,4,1,1.0,0.0
1773,9,1,4,1,1,4.0,1.0
1774,1,4,1,1,4,0.0,-1.0
1775,4,1,1,4,0,1.0,0.0
1776,1,1,4,0,1,15.0,1.0
1777,1,4,0,1,15,2.0,1.0
1778,4,0,1,15,2,27.0,1.0
1779,0,1,15,2,27,5.0,1.0
1780,1,15,2,27,5,0.0,-1.0
1781,15,2,27,5,0,33.0,1.0
1782,2,27,5,0,33,3.0,1.0
1783,27,5,0,33,3,8.0,-1.0
1784,5,0,33,3,8,13.0,0.0
1785,0,33,3,8,13,0.0,-1.0
1786,33,3,8,13,0,16.0,-1.0
1787,3,8,13,0,16,3.0,1.0
1788,8,13,0,16,3,0.0,-1.0
1789,13,0,16,3,0,7.0,-1.0
1790,0,16,3,0,7,0.0,-1.0
1791,16,3,0,7,0,6.0,0.0
1792,3,0,7,0,6,2.0,-1.0
1793,0,7,0,6,2,0.0,-1.0
1794,7,0,6,2,0,2.0,1.0
1795,0,6,2,0,2,1.0,-1.0
1796,6,2,0,2,1,27.0,1.0
1797,2,0,2,1,27,0.0,-1.0
1798,0,2,1,27,0,22.0,1.0
1799,2,1,27,0,22,0.0,0.0
1800,1,27,0,22,0,0.0,1.0
1801,27,0,22,0,0,0.0,-1.0
1802,0,22,0,0,0,0.0,-1.0
1803,22,0,0,0,0,4.0,1.0
1804,0,0,0,0,4,0.0,-1.0
1805,0,0,0,4,0,1.0,0.0
1806,0,0,4,0,1,1.0,0.0
1807,0,4,0,1,1,1.0,-1.0
1808,4,0,1,1,1,0.0,-1.0
1809,0,1,1,1,0,1.0,-1.0
1810,1,1,1,0,1,39.0,1.0
1811,1,1,0,1,39,1.0,1.0
1812,1,0,1,39,1,0.0,-1.0
1813,0,1,39,1,0,31.0,1.0
1814,1,39,1,0,31,0.0,-1.0
1815,39,1,0,31,0,0.0,-1.0
1816,1,0,31,0,0,0.0,-1.0
1817,0,31,0,0,0,8.0,0.0
1818,31,0,0,0,8,0.0,-1.0
1819,0,0,0,8,0,1.0,-1.0
1820,0,0,8,0,1,0.0,-1.0
1821,0,8,0,1,0,39.0,1.0
1822,8,0,1,0,39,0.0,0.0
1823,0,1,0,39,0,0.0,1.0
1824,1,0,39,0,0,0.0,-1.0
1825,0,39,0,0,0,39.0,1.0
1826,39,0,0,0,39,35.0,0.0
1827,0,0,0,39,35,0.0,-1.0
1828,0,0,39,35,0,0.0,-1.0
1829,0,39,35,0,0,28.0,0.0
1830,39,35,0,0,28,24.0,-1.0
1831,35,0,0,28,24,21.0,1.0
1832,0,0,28,24,21,0.0,-1.0
1833,0,28,24,21,0,0.0,0.0
1834,28,24,21,0,0,14.0,0.0
1835,24,21,0,0,14,13.0,1.0
1836,21,0,0,14,13,14.0,0.0
1837,0,0,14,13,14,9.0,0.0
1838,0,14,13,14,9,0.0,0.0
1839,14,13,14,9,0,3.0,1.0
1840,13,14,9,0,3,39.0,1.0
1841,14,9,0,3,39,16.0,1.0
1842,9,0,3,39,16,0.0,1.0
1843,0,3,39,16,0,0.0,0.0
1844,3,39,16,0,0,2.0,0.0
1845,39,16,0,0,2,39.0,1.0
1846,16,0,0,2,39,19.0,0.0
1847,0,0,2,39,19,0.0,1.0
1848,0,2,39,19,0,0.0,-1.0
1849,2,39,19,0,0,39.0,0.0
1850,39,19,0,0,39,31.0,0.0
1851,19,0,0,39,31,10.0,1.0
1852,0,0,39,31,10,26.0,0.0
1853,0,39,31,10,26,0.0,-1.0
1854,39,31,10,26,0,8.0,-1.0
1855,31,10,26,0,8,39.0,-1.0
1856,10,26,0,8,39,30.0,-1.0
1857,26,0,8,39,30,14.0,0.0
1858,0,8,39,30,14,0.0,1.0
1859,8,39,30,14,0,0.0,0.0
1860,39,30,14,0,0,39.0,1.0
1861,30,14,0,0,39,26.0,0.0
1862,14,0,0,39,26,5.0,1.0
1863,0,0,39,26,5,0.0,1.0
1864,0,39,26,5,0,3.0,0.0
1865,39,26,5,0,3,39.0,0.0
1866,26,5,0,3,39,24.0,-1.0
1867,5,0,3,39,24,0.0,-1.0
1868,0,3,39,24,0,4.0,1.0
1869,3,39,24,0,4,2.0,-1.0
1870,39,24,0,4,2,39.0,1.0
1871,24,0,4,2,39,24.0,-1.0
1872,0,4,2,39,24,0.0,1.0
1873,4,2,39,24,0,15.0,1.0
1874,2,39,24,0,15,19.0,1.0
1875,39,24,0,15,19,20.0,-1.0
1876,24,0,15,19,20,15.0,1.0
1877,0,15,19,20,15,0.0,-1.0
1878,15,19,20,15,0,9.0,-1.0
1879,19,20,15,0,9,9.0,-1.0
1880,20,15,0,9,9,9.0,0.0
1881,15,0,9,9,9,8.0,0.0
1882,0,9,9,9,8,0.0,0.0
1883,9,9,9,8,0,0.0,-1.0
1884,9,9,8,0,0,39.0,-1.0
1885,9,8,0,0,39,38.0,1.0
1886,8,0,0,39,38,5.0,-1.0
1887,0,0,39,38,5,0.0,-1.0
1888,0,39,38,5,0,9.0,0.0
1889,39,38,5,0,9,18.0,0.0
1890,38,5,0,9,18,25.0,0.0
1891,5,0,9,18,25,4.0,-1.0
1892,0,9,18,25,4,14.0,0.0
1893,9,18,25,4,14,3.0,1.0
1894,18,25,4,14,3,2.0,1.0
1895,25,4,14,3,2,39.0,1.0
1896,4,14,3,2,39,8.0,1.0
1897,14,3,2,39,8,0.0,-1.0
1898,3,2,39,8,0,0.0,-1.0
1899,2,39,8,0,0,39.0,1.0
1900,39,8,0,0,39,9.0,1.0
1901,8,0,0,39,9,0.0,0.0
1902,0,0,39,9,0,38.0,1.0
1903,0,39,9,0,38,6.0,1.0
1904,39,9,0,38,6,16.0,0.0
1905,9,0,38,6,16,0.0,-1.0
1906,0,38,6,16,0,5.0,1.0
1907,38,6,16,0,5,7.0,-1.0
1908,6,16,0,5,7,1.0,0.0
1909,16,0,5,7,1,39.0,1.0
1910,0,5,7,1,39,0.0,-1.0
1911,5,7,1,39,0,0.0,-1.0
1912,7,1,39,0,0,39.0,-1.0
1913,1,39,0,0,39,4.0,1.0
1914,39,0,0,39,4,1.0,0.0
1915,0,0,39,4,1,39.0,1.0
1916,0,39,4,1,39,5.0,-1.0
1917,39,4,1,39,5,1.0,0.0
1918,4,1,39,5,1,39.0,1.0
1919,1,39,5,1,39,5.0,1.0
1920,39,5,1,39,5,39.0,-1.0
1921,5,1,39,5,39,0.0,0.0
1922,1,39,5,39,0,39.0,1.0
1923,39,5,39,0,39,16.0,-1.0
1924,5,39,0,39,16,0.0,-1.0
1925,39,0,39,16,0,30.0,0.0
1926,0,39,16,0,30,7.0,0.0
1927,39,16,0,30,7,22.0,1.0
1928,16,0,30,7,22,18.0,-1.0
1929,0,30,7,22,18,0.0,0.0
1930,30,7,22,18,0,39.0,1.0
1931,7,22,18,0,39,2.0,-1.0
1932,22,18,0,39,2,1.0,1.0
1933,18,0,39,2,1,39.0,-1.0
1934,0,39,2,1,39,5.0,1.0
1935,39,2,1,39,5,1.0,0.0
1936,2,1,39,5,1,2.0,-1.0
1937,1,39,5,1,2,39.0,-1.0
1938,39,5,1,2,39,0.0,-1.0
1939,5,1,2,39,0,39.0,0.0
1940,1,2,39,0,39,3.0,0.0
1941,2,39,0,39,3,0.0,-1.0
1942,39,0,39,3,0,39.0,1.0
1943,0,39,3,0,39,5.0,1.0
1944,39,3,0,39,5,1.0,0.0
1945,3,0,39,5,1,2.0,1.0
1946,0,39,5,1,2,6.0,-1.0
1947,39,5,1,2,6,39.0,1.0
1948,5,1,2,6,39,0.0,-1.0
1949,1,2,6,39,0,8.0,1.0
1950,2,6,39,0,8,5.0,-1.0
1951,6,39,0,8,5,1.0,1.0
1952,39,0,8,5,1,9.0,1.0
1953,0,8,5,1,9,1.0,0.0
1954,8,5,1,9,1,39.0,1.0
1955,5,1,9,1,39,0.0,-1.0
1956,1,9,1,39,0,0.0,1.0
1957,9,1,39,0,0,39.0,0.0
1958,1,39,0,0,39,4.0,1.0
1959,39,0,0,39,4,1.0,-1.0
1960,0,0,39,4,1,3.0,1.0
1961,0,39,4,1,3,6.0,-1.0
1962,39,4,1,3,6,39.0,1.0
1963,4,1,3,6,39,0.0,-1.0
1964,1,3,6,39,0,0.0,-1.0
1965,3,6,39,0,0,5.0,0.0
1966,6,39,0,0,5,31.0,0.0
1967,39,0,0,5,31,0.0,1.0
1968,0,0,5,31,0,0.0,-1.0
1969,0,5,31,0,0,5.0,1.0
1970,5,31,0,0,5,3.0,1.0
1971,31,0,0,5,3,39.0,1.0
1972,0,0,5,3,39,0.0,-1.0
1973,0,5,3,39,0,0.0,-1.0
1974,5,3,39,0,0,3.0,0.0
1975,3,39,0,0,3,5.0,1.0
1976,39,0,0,3,5,39.0,1.0
1977,0,0,3,5,39,0.0,-1.0
1978,0,3,5,39,0,0.0,-1.0
1979,3,5,39,0,0,11.0,1.0
1980,5,39,0,0,11,4.0,1.0
1981,39,0,0,11,4,39.0,1.0
1982,0,0,11,4,39,0.0,-1.0
1983,0,11,4,39,0,36.0,-1.0
1984,11,4,39,0,36,39.0,-1.0
1985,4,39,0,36,39,0.0,-1.0
1986,39,0,36,39,0,0.0,-1.0
1987,0,36,39,0,0,10.0,1.0
1988,36,39,0,0,10,3.0,1.0
1989,39,0,0,10,3,39.0,0.0
1990,0,0,10,3,39,0.0,0.0
1991,0,10,3,39,0,12.0,-1.0
1992,10,3,39,0,12,1.0,-1.0
1993,3,39,0,12,1,39.0,1.0
1994,39,0,12,1,39,0.0,-1.0
1995,0,12,1,39,0,0.0,0.0
1996,12,1,39,0,0,39.0,1.0
1997,1,39,0,0,39,4.0,1.0
1998,39,0,0,39,4,39.0,1.0
1999,0,0,39,4,39,2.0,0.0
2000,0,39,4,39,2,0.0,-1.0
2001,39,4,39,2,0,39.0,1.0
2002,4,39,2,0,39,4.0,1.0
2003,39,2,0,39,4,39.0,0.0
2004,2,0,39,4,39,1.0,0.0
2005,0,39,4,39,1,0.0,-1.0
